選手登録番,レースID,艇番,年齢,支部,体重,級別,全国勝率,全国2連率,当地勝率,当地2連率,モーター2連率,ボート2連率,会場,日付,着,展示タイム,天候,風向,風量,波,単勝オッズ,月,曜日,is_win,全国勝率_dev,全国2連率_dev,当地勝率_dev,当地2連率_dev,モーター2連率_dev,ボート2連率_dev,展示タイム_dev
5055,202403292401,1,28.0,16,53.0,2,5.23,30.19,4.47,23.61,27.03,34.38,24,2024-03-29,2,6.94,0,5,1,1,160,3,4,0,51.55655634873878,54.865800648322924,44.963211475785684,51.322042336196965,42.949856088300116,50.32149562949215,59.286710068558094
3965,202403292401,2,44.0,12,58.0,2,5.23,35.09,6.71,57.14,34.52,32.29,24,2024-03-29,1,7.06,0,5,1,1,180,3,4,1,51.55655634873878,57.805021257362554,46.48599023942545,68.8861490130125,48.69853128681484,48.977236546977835,68.55002792031877
4143,202403292401,3,42.0,2,56.0,2,4.5,26.61,4.76,25.37,31.38,34.76,24,2024-03-29,4,6.97,0,5,1,1,640,3,4,0,45.414469134796576,52.71837008090214,45.160356940721186,52.24398769113867,46.28853928102896,50.565906371767475,61.60253953149823
3661,202403292401,4,54.0,6,58.0,2,5.46,33.33,4.38,14.29,24.6,41.4,24,2024-03-29,3,6.94,0,5,1,1,790,3,4,0,53.491734512035634,56.749301201870765,44.90202840046087,46.439922615710216,41.084798580637795,54.836662499946925,59.286710068558094
4498,202403292401,5,36.0,16,54.0,2,5.6,37.5,5.99,43.46,36.22,32.11,24,2024-03-29,6,6.86,0,5,1,1,1110,3,4,0,54.66966904621633,59.250637924257546,45.99652563682695,61.72011920869289,50.00330402880083,48.86146303747899,53.11116483405093
5296,202403292401,6,38.0,0,53.0,4,5.34,1.62,0.0,0.0,53.0,17.0,24,2024-03-29,5,6.97,0,5,1,1,450,3,4,0,52.482076339880756,37.72834497480005,41.92445206798669,38.95435493268923,62.88217850558015,39.14292010121522,61.60253953149823
3741,202403292402,1,49.0,14,58.0,2,4.05,18.63,4.55,22.64,42.55,32.43,24,2024-03-29,1,6.95,0,5,1,1,430,3,4,1,42.91947951257502,46.74647586778474,45.60040386331096,50.47285790590945,56.94541088549279,48.0435030278056,59.66085309297982
3105,202403292402,2,60.0,11,53.0,1,5.64,35.16,0.0,0.0,23.56,21.74,24,2024-03-29,3,6.96,0,5,1,1,770,3,4,0,54.01775912348431,55.8933339767478,42.274792909203725,38.34301760846506,43.135052681721916,47.40051159221154,60.392064450934704
4348,202403292402,3,38.0,0,53.0,4,5.34,6.42,43.52,5.85,18.0,69.0,24,2024-03-29,4,6.98,0,5,1,1,400,3,4,0,51.92374410255803,39.99008521379569,74.08371350760956,41.477274045746405,39.091577609949084,50.24314725602587,61.854487166844535
3484,202403292402,4,52.0,3,54.0,1,5.96,43.65,5.7,40.74,25.13,34.78,24,2024-03-29,2,6.99,0,5,1,1,500,3,4,0,56.25137514580568,60.591266544509224,46.44094289566773,60.17030089989105,44.276825318895185,48.184852875667715,62.58569852479941
3604,202403292402,5,53.0,14,48.0,2,4.18,18.75,2.88,8.0,40.66,28.65,24,2024-03-29,6,6.96,0,5,1,1,1330,3,4,0,43.82688602164308,46.81287774153402,44.37979500762764,42.629180257738696,55.57092025857721,47.816140293797595,60.392064450934704
3809,202403292402,6,38.0,0,53.0,4,5.34,5.19,36.07,5.0,29.0,76.0,24,2024-03-29,5,6.93,0,5,1,1,1180,3,4,0,51.92374410255803,39.30946600786559,68.63848238495048,41.021869264261085,47.09125850734138,50.664189356040694,58.19843037707
3583,202403292403,1,51.0,4,57.0,2,3.69,17.65,0.0,0.0,24.34,33.69,24,2024-03-29,2,6.98,0,5,2,1,430,3,4,0,37.13923016486635,42.82740733059789,42.040460172974555,34.618222068560726,45.16369684468676,48.65047724242983,62.00073082931885
5231,202403292403,2,20.0,6,46.0,2,4.3,23.0,3.47,23.53,32.61,30.98,24,2024-03-29,5,6.88,0,5,2,1,240,3,4,0,41.765935495600694,45.93182064672876,45.08038981724266,47.31466388544916,50.65485907379445,48.55144890104748,54.819876479953074
3257,202403292403,3,38.0,0,53.0,4,5.34,6.61,54.44,8.53,57.0,68.0,24,2024-03-29,1,6.97,0,5,2,1,250,3,4,1,49.65408884636089,36.42129088011476,89.73318923175133,39.22088457166563,66.84947174222691,49.904227202883156,61.28264539438223
4063,202403292403,4,44.0,9,57.0,0,6.72,50.0,6.36,42.86,31.49,36.46,24,2024-03-29,3,6.93,0,5,2,1,500,3,4,0,60.12106156179269,61.59895327019294,47.61220442010571,57.74484749447819,49.91119502341952,48.75169809321548,58.410303654635925
3771,202403292403,5,50.0,11,51.0,1,5.66,36.73,4.67,22.22,39.47,43.98,24,2024-03-29,4,7.01,0,5,2,1,1330,3,4,0,52.08121295428711,53.89884771784592,46.131662316701366,46.607807158712056,55.20980138234085,49.02649260509566,64.15498713412852
4404,202403292403,6,38.0,0,53.0,4,5.34,3.95,25.0,5.75,71.0,52.0,24,2024-03-29,6,6.92,0,5,2,1,1180,3,4,0,49.65408884636089,34.87778818461791,63.941970578364334,37.72083747217775,76.14527237191345,49.31955802867,57.69221821969937
4359,202403292404,1,39.0,9,56.0,2,5.16,33.33,4.1,20.0,25.26,29.26,24,2024-03-29,2,7.03,0,5,2,1,230,3,4,0,47.25975970955098,50.98911918750168,46.05995073364602,45.08862455366025,43.46676985923942,47.45845908231431,62.643091211444826
4184,202403292404,2,37.0,5,52.0,0,6.38,49.11,6.28,55.17,24.35,42.16,24,2024-03-29,1,6.93,0,5,2,1,190,3,4,1,58.26445537972334,61.11939602297474,48.03299224987535,63.025317883562785,42.66648285040488,48.86869626774027,55.95684105154609
4492,202403292404,3,37.0,10,50.0,0,5.04,33.33,0.0,0.0,34.55,36.46,24,2024-03-29,4,6.93,0,5,2,1,250,3,4,0,46.177330627238945,50.98911918750168,42.34918457926976,34.88862834672108,51.63673283953927,48.245568209063684,55.95684105154609
4603,202403292404,4,36.0,16,53.0,2,5.23,30.36,5.27,33.97,34.38,31.94,24,2024-03-29,6,6.92,0,5,2,1,240,3,4,0,47.891176674233,49.082470125311886,47.11887668501681,52.21332190420726,51.4872286730537,47.75143859060435,55.28821603555624
3161,202403292404,5,64.0,5,53.0,1,5.73,41.73,5.66,34.29,36.13,38.8,24,2024-03-29,3,6.88,0,5,2,1,1200,3,4,0,52.40129785053315,56.38166198965464,47.4718520021404,52.37652184351829,53.026242151581656,48.50137867525723,52.61371597159676
3470,202403292404,6,54.0,9,46.0,2,5.33,37.18,5.81,44.68,42.71,29.53,24,2024-03-29,5,7.0,0,5,2,1,590,3,4,0,48.79320090949303,53.460701305155126,47.60761173949563,57.67541987302319,58.81293283084678,47.48797567456741,60.6372161634752
4551,202403292405,1,35.0,14,53.0,1,5.81,41.9,5.46,33.82,49.2,36.76,24,2024-03-29,1,6.85,0,4,2,1,100,3,4,1,52.78981036593352,58.06532203692701,45.2303043543513,54.11071850167872,59.36589982499888,48.78512664339882,52.68887345164896
4103,202403292405,2,44.0,4,54.0,2,4.57,26.04,0.0,0.0,27.98,20.56,24,2024-03-29,4,6.95,0,4,2,1,190,3,4,0,41.11028272462978,49.10781756539695,41.56970661184741,36.988805292962326,45.59145752146234,48.58525918755502,60.56789798438783
4600,202403292405,3,39.0,8,51.0,0,6.03,43.24,6.33,44.44,41.88,31.52,24,2024-03-29,3,6.94,0,4,2,1,800,3,4,0,54.861984624874516,58.82213515116725,45.81358641222279,59.487262507490904,54.61430144319457,48.72047815768144,59.77999553111396
4512,202403292405,4,34.0,3,52.0,0,6.23,47.45,5.41,31.03,47.62,36.26,24,2024-03-29,2,6.97,0,4,2,1,240,3,4,0,56.74577940572996,61.19988381605638,45.19678239700236,52.6982366018467,58.34028159504658,48.77895789476166,62.143702890935565
4630,202403292405,5,37.0,10,52.0,1,5.82,36.69,5.41,34.15,25.0,32.07,24,2024-03-29,6,6.91,0,4,2,1,2560,3,4,0,52.8840001049763,55.12278746588844,45.19678239700236,54.277786253271756,43.65706364471687,48.72726378118231,57.416288171292294
4994,202403292405,6,26.0,2,46.0,2,5.66,33.03,5.11,26.32,26.15,34.95,24,2024-03-29,5,6.86,0,4,2,1,2900,3,4,0,51.37696428029194,53.05567104938151,44.995650652908736,50.31372414729158,44.40355792601126,48.762795773332314,53.476775904922896
4598,202403292406,1,39.0,11,52.0,1,6.44,47.27,0.0,0.0,41.8,30.73,24,2024-03-29,2,6.86,0,5,1,1,100,3,4,0,57.43621947866293,59.4187329372361,42.889306228464825,37.7394631749227,56.219947274676315,48.214827850823944,52.828117159924204
4661,202403292406,2,32.0,2,52.0,1,6.29,43.8,5.09,29.55,36.79,36.98,24,2024-03-29,3,6.93,0,5,1,1,180,3,4,0,56.29218571271478,57.5262768540607,46.736942440064475,52.18877035309879,52.24669262106667,48.40825920966373,58.43580011222024
3901,202403292406,3,46.0,6,52.0,2,4.99,27.45,5.38,35.71,44.97,22.75,24,2024-03-29,4,6.96,0,5,1,1,800,3,4,0,46.3772264078309,48.60937283102966,46.956159434438526,55.200876350309095,58.73396269422574,47.967854691857305,60.839092806061444
3721,202403292406,4,48.0,12,53.0,0,7.98,72.41,6.6,60.0,24.73,37.5,24,2024-03-29,1,6.97,0,5,1,1,140,3,4,1,69.18163280906384,73.1294954533829,47.87838265215003,67.07815795294522,42.68233111956321,48.4243526987192,61.64019037067516
5296,202403292406,5,38.0,0,53.0,4,5.34,1.62,0.0,0.0,53.0,17.0,24,2024-03-29,6,6.94,0,5,1,1,2560,3,4,0,49.046638528376555,34.52230060381915,42.889306228464825,37.7394631749227,65.10227304721684,47.7898978417247,59.236897676834026
4271,202403292406,6,41.0,8,52.0,2,4.64,28.57,4.04,14.81,45.16,35.6,24,2024-03-29,5,6.98,0,5,1,1,2900,3,4,0,43.70781428728523,49.2201943910171,45.94322573629638,44.981231002631255,58.884645006438475,48.3655495656319,62.44128793528893
4346,202403292407,1,38.0,14,57.0,2,4.23,24.14,4.55,23.08,33.33,41.36,24,2024-03-29,3,6.96,0,3,4,3,190,3,4,0,41.582513821295066,46.91311211827463,46.684640521522695,48.13622336476812,49.49700847010087,49.15395842868442,60.66222065022236
4059,202403292407,2,44.0,11,55.0,2,5.78,47.19,3.2,20.0,28.21,33.68,24,2024-03-29,6,6.93,0,3,4,3,770,3,4,0,54.11867390400747,61.012074933420564,45.43865381014962,46.57767091748548,45.73558677697843,48.763022066676285,58.207430314473484
4236,202403292407,3,38.0,0,53.0,4,5.34,7.06,55.91,6.98,30.0,16.0,24,2024-03-29,1,6.9,0,3,4,3,240,3,4,1,50.56002200956008,36.465811255684926,94.0875127408716,39.98924466306341,47.050615064222406,47.863053983303395,55.75263997872467
3965,202403292407,4,44.0,12,58.0,2,5.23,35.09,6.71,57.14,34.52,32.29,24,2024-03-29,5,7.02,0,3,4,3,140,3,4,0,49.67035903594823,53.610884041304914,48.67821925971961,65.37138451880926,50.371245152682064,48.692266657406584,65.57180132172005
4723,202403292407,5,38.0,11,50.0,1,5.27,36.26,5.21,47.37,26.18,31.91,24,2024-03-29,2,6.95,0,3,4,3,396,3,4,0,49.99387284453435,54.326536383765685,47.293789580416195,60.42753471038348,44.24424184786933,48.67292345199473,59.84395720497275
5195,202403292407,6,22.0,16,44.0,2,4.38,22.64,3.03,10.64,42.02,32.81,24,2024-03-29,4,6.84,0,3,4,3,460,3,4,0,42.795690603493036,45.9956091151198,45.28175177982857,41.84129075301615,55.8811402109669,48.718736306917556,50.843059307226916
4492,202403292408,1,37.0,10,50.0,0,5.04,33.33,0.0,0.0,34.55,36.46,24,2024-03-29,5,6.93,0,3,3,2,190,3,4,0,45.837245951499796,50.95950397232067,42.66948712352619,37.99464336115488,50.72519781658512,49.01634711179207,56.862370725126674
3629,202403292408,2,54.0,4,52.0,1,6.01,41.27,6.52,48.15,37.85,31.58,24,2024-03-29,2,6.91,0,3,3,2,770,3,4,0,54.19932672291439,55.981661999237595,48.40196204720906,59.856398213250365,53.60522380464004,48.826341760806095,55.31921410550708
4128,202403292408,3,44.0,11,55.0,2,5.48,34.68,4.9,30.0,30.27,34.92,24,2024-03-29,6,7.02,0,3,3,2,240,3,4,0,49.63035475502807,51.81339733961762,46.97763545574185,51.61567442165051,46.98989138359269,48.956386406767805,63.80657551341499
3257,202403292408,4,38.0,0,53.0,4,5.34,6.61,54.44,8.53,57.0,68.0,24,2024-03-29,1,7.0,0,3,3,2,260,3,4,1,48.42345649935998,34.05874043589495,90.53389430838746,41.86755652602247,70.3181018868375,50.24437349910715,62.2634188937954
4347,202403292408,5,38.0,14,44.0,0,6.51,43.81,0.0,0.0,30.53,36.7,24,2024-03-29,3,6.93,0,3,3,2,614,3,4,0,58.50967763601469,57.58824655696668,42.66948712352619,37.99464336115488,47.216802522045505,49.0256916372504,56.862370725126674
3661,202403292408,6,54.0,6,58.0,2,5.46,33.33,4.38,14.29,24.6,41.4,24,2024-03-29,4,6.95,0,3,3,2,460,3,4,0,49.457940718504055,50.95950397232067,46.52044420415977,44.48279448963763,42.04148309502562,49.20868859414262,58.40552734474634
3963,202403292409,1,45.0,5,56.0,1,6.22,50.43,4.81,31.25,28.57,33.69,24,2024-03-29,1,6.98,0,3,2,1,120,3,4,1,56.4139160274061,61.57934778533265,45.44892764026991,51.149610888915895,45.15024372097352,48.45929853104489,60.99157096692824
4600,202403292409,2,39.0,8,51.0,0,6.03,43.24,6.33,44.44,41.88,31.52,24,2024-03-29,5,6.96,0,3,2,1,770,3,4,0,54.655728045141494,57.3480113838757,46.45091546227861,58.46828002909115,54.28123743960749,48.382158200593814,59.44039005869578
3484,202403292409,3,52.0,3,54.0,1,5.96,43.65,5.7,40.74,25.13,34.78,24,2024-03-29,3,7.0,0,3,2,1,240,3,4,0,54.00797457799137,57.589297604264765,46.03561787815658,56.41527958795025,42.790317470627855,48.498046438967314,62.54275187516063
4498,202403292409,4,36.0,16,54.0,2,5.6,37.5,5.99,43.46,36.22,32.11,24,2024-03-29,2,6.95,0,3,2,1,260,3,4,0,50.67667103264789,53.970004298428854,46.226786607355606,57.92451234468086,50.39833552770153,48.40313183882706,58.66479960457959
4196,202403292409,5,42.0,2,53.0,2,4.36,24.14,4.92,35.9,24.48,22.87,24,2024-03-29,6,7.04,0,3,2,1,548,3,4,0,39.20218104313146,46.10760453160482,45.52143991686265,53.72973306494432,42.344401173324165,48.07466333497088,65.64511369162548
4931,202403292409,6,28.0,18,54.0,1,5.95,38.3,6.55,50.0,36.46,32.28,24,2024-03-29,4,6.97,0,3,2,1,570,3,4,0,53.9154383683985,54.440806679675795,46.59594001546408,61.55332934064342,50.56298154516751,48.40917509052138,60.21598051281198
4512,202403292410,1,34.0,3,52.0,0,6.23,47.45,5.41,31.03,47.62,36.26,24,2024-03-29,1,6.87,0,4,2,1,120,3,4,1,56.017175308915625,59.12724481803426,45.70305287594806,51.139547783625275,63.16027398367335,47.47423527884806,53.6487200929095
3771,202403292410,2,50.0,11,51.0,1,5.66,36.73,4.67,22.22,39.47,43.98,24,2024-03-29,3,6.97,0,4,2,1,770,3,4,0,49.59361869366575,52.46775399236075,45.15777031939989,46.43123076332575,56.75147171552656,47.766260221658634,61.70275106722481
4184,202403292410,3,37.0,5,52.0,0,6.38,49.11,6.28,55.17,24.35,42.16,24,2024-03-29,2,6.91,0,4,2,1,240,3,4,0,57.70758494450769,60.15847194215907,46.344128314052,64.04065707647777,44.86176738492786,47.69741496312039,56.87033248263564
3944,202403292410,4,45.0,16,54.0,1,5.57,36.28,6.44,47.78,37.5,35.33,24,2024-03-29,4,6.93,0,4,2,1,840,3,4,0,48.57937291231051,52.18820447076065,46.462027245197554,60.09122883811075,55.20235018568004,47.43905610827632,58.48113867749867
4348,202403292410,5,38.0,0,53.0,4,5.34,6.42,43.52,5.85,18.0,69.0,24,2024-03-29,5,6.95,0,4,2,1,484,3,4,0,45.987411471069336,33.6385406596962,73.78510453817916,37.68263262231517,39.86840610851901,48.71269339123383,60.09194487236178
4661,202403292410,6,32.0,2,52.0,1,6.29,43.8,5.09,29.55,36.79,36.98,24,2024-03-29,6,6.93,0,4,2,1,720,3,4,0,56.693339163152444,56.85978758727788,45.46725501365696,50.34859327851253,54.64403735005007,47.50147076574231,58.48113867749867
3721,202403292411,1,48.0,12,53.0,0,7.98,72.41,6.6,60.0,24.73,37.5,24,2024-03-29,1,7.0,0,4,1,1,120,3,4,1,73.07945595432867,73.60070864334674,46.965835713310454,62.84265309607538,42.19935935688147,48.48738412134,64.32250380603224
4723,202403292411,2,38.0,11,50.0,1,5.27,36.26,5.21,47.37,26.18,31.91,24,2024-03-29,4,6.89,0,4,1,1,770,3,4,0,42.30570098197721,50.14549526718104,45.8725784505914,56.393668591267264,43.49498539019,48.324397517327476,55.30417096719487
4630,202403292411,3,37.0,10,52.0,1,5.82,36.69,5.41,34.15,25.0,32.07,24,2024-03-29,2,6.88,0,4,1,1,400,3,4,0,48.55129700957622,50.42449227276199,46.02988165386033,49.64342511117516,42.44061385963547,48.32906260796111,54.48432252730059
3161,202403292411,4,64.0,5,53.0,1,5.73,41.73,5.66,34.29,36.13,38.8,24,2024-03-29,5,6.89,0,4,1,1,650,3,4,0,47.5292903868782,53.694596710268904,46.22651065794649,49.714910291751025,52.385660584272706,48.525287982738256,55.30417096719487
3105,202403292411,5,60.0,11,53.0,1,5.64,35.16,0.0,0.0,23.56,21.74,24,2024-03-29,6,6.94,0,4,1,1,744,3,4,0,46.50728376418017,49.43178199709024,41.7748300054358,32.2061471349917,41.15392317828079,48.02787269392724,59.40341316666645
4063,202403292411,6,44.0,9,57.0,0,6.72,50.0,6.36,42.86,31.49,36.46,24,2024-03-29,3,6.91,0,4,1,1,720,3,4,0,58.7713632365564,59.060422840860625,46.77707186938774,54.09082455985914,48.23965727768539,48.45706103222139,56.94386784698352
4347,202403292412,1,38.0,14,44.0,0,6.51,43.81,0.0,0.0,30.53,36.7,24,2024-03-29,1,6.83,0,6,2,1,100,3,4,1,56.32647136320074,54.80424841974556,41.99935949560821,34.94378172696926,47.66670926253185,48.50179256070364,51.44474137675403
5195,202403292412,2,22.0,16,44.0,2,4.38,22.64,3.03,10.64,42.02,32.81,24,2024-03-29,3,6.83,0,6,2,1,770,3,4,0,33.51612655071649,41.40960425436883,44.45420190396139,39.96297382015241,56.84490242572838,48.353075867630885,51.44474137675403
5231,202403292412,3,20.0,6,46.0,2,4.3,23.0,3.47,23.53,32.61,30.98,24,2024-03-29,4,6.86,0,6,2,1,610,3,4,0,32.65939998498938,41.63738280418157,44.81068066953083,46.04355521875494,49.32820985256221,48.28311403001569,53.69717281452802
4994,202403292412,4,26.0,2,46.0,2,5.66,33.03,5.11,26.32,26.15,34.95,24,2024-03-29,2,6.83,0,6,2,1,766,3,4,0,47.22375160235022,47.983546289241964,46.13937425028965,47.35967795747496,44.16797244314101,48.43488916407708,51.44474137675403
3470,202403292412,5,54.0,9,46.0,2,5.33,37.18,5.81,44.68,42.71,29.53,24,2024-03-29,5,6.95,0,6,2,1,510,3,4,0,43.6897545187259,50.60932679402767,46.70649955915012,56.02061468969701,57.39607329453653,48.227679787096534,60.45446712784992
3604,202403292412,6,53.0,14,48.0,2,4.18,18.75,2.88,8.0,40.66,28.65,24,2024-03-29,6,6.89,0,6,2,1,746,3,4,0,31.37431013639872,38.948330480003435,44.33267505206272,38.717610368460356,55.758536655323915,48.194036936221465,55.94960425230194
3984,202403292401,1,38.0,0,53.0,4,5.34,6.24,43.36,4.5,61.0,65.0,24,2024-03-29,1,6.61,0,5,4,4,160,3,4,1,52.482076339880756,40.49961012046599,71.40109813558496,41.31160157884699,69.02228552669067,70.01585596757269,33.81258597621607
4547,202403292401,2,35.0,4,52.0,0,6.62,36.92,7.5,60.0,32.12,0.0,24,2024-03-29,5,6.64,0,5,4,4,180,3,4,0,63.251763509532836,58.90273017869776,47.023041678387685,70.38431021479278,46.85649918048168,28.20875531521361,36.12841543915621
4239,202403292401,3,40.0,6,54.0,0,6.92,53.03,7.55,60.0,40.69,11.11,24,2024-03-29,2,6.63,0,5,4,4,640,3,4,0,65.77590893992004,68.56616773209129,47.057032275790355,70.38431021479278,53.43408882684633,35.3545535959476,35.35647228484283
3744,202403292401,4,49.0,17,52.0,0,6.44,44.59,6.62,41.03,33.8,30.0,24,2024-03-29,4,6.64,0,5,4,4,790,3,4,0,61.737276251300514,63.5035101932557,46.424807164100635,60.4472060197677,48.14592165491489,47.50434023168703,36.12841543915621
5084,202403292401,5,25.0,2,52.0,0,6.89,48.57,6.86,53.85,34.56,50.0,24,2024-03-29,6,6.59,0,5,4,4,1110,3,4,0,65.52349439688132,65.89087713692462,46.58796203163347,67.16273979837715,48.72923182192039,60.368063509335975,32.268699667589246
4959,202403292401,6,28.0,5,54.0,0,7.2,56.34,8.17,62.07,30.94,25.0,24,2024-03-29,3,6.55,0,5,4,4,450,3,4,0,68.13177800828143,70.5516412455446,47.47851568358351,71.46864367202534,45.950833394867885,44.288409412274795,29.180927050335672
4075,202403292402,1,42.0,11,52.0,0,6.46,45.54,7.28,36.0,26.9,0.0,24,2024-03-29,2,6.66,0,3,4,4,430,3,4,0,59.74140018068282,61.63709605606036,47.59577043577529,57.630749530196425,45.564046699657396,46.09287512730837,38.45572371228783
3779,202403292402,2,48.0,16,54.0,0,6.96,46.09,6.44,27.78,38.76,40.0,24,2024-03-29,3,6.62,0,3,4,4,770,3,4,0,63.23142521555995,61.94143797741122,46.981811490401654,53.22671740806776,54.18915719448218,48.49882998453591,35.53087828046824
4504,202403292402,3,36.0,14,55.0,0,7.45,52.71,6.79,50.94,30.23,0.0,24,2024-03-29,6,6.62,0,3,4,4,400,3,4,0,66.65164974973955,65.60460801257973,47.23762771764067,65.63515827771494,47.985768280413424,46.09287512730837,35.53087828046824
4503,202403292402,4,36.0,2,52.0,0,8.25,70.15,7.71,63.53,40.3,42.86,24,2024-03-29,4,6.65,0,3,4,4,500,3,4,0,72.23568980554296,75.25501366414147,47.91005894352609,72.38050674700932,55.3091125201171,48.67085575682768,37.724512354332944
4932,202403292402,5,38.0,0,53.0,4,5.34,6.89,46.0,7.62,41.0,66.0,24,2024-03-29,1,6.63,0,3,4,4,1330,3,4,1,51.92374410255803,40.250159219313694,75.8963542034746,42.425587531898195,55.81818312267843,50.06270064173381,36.26208963842312
4337,202403292402,6,39.0,10,55.0,0,6.91,43.33,6.65,38.46,37.59,36.36,24,2024-03-29,5,6.74,0,3,4,4,1180,3,4,0,62.88242271207224,60.41419488117782,47.135301226745064,58.94874454484807,53.33828204448682,48.2798880925282,44.305414575927
4808,202403292403,1,38.0,0,53.0,4,5.34,6.09,41.89,5.34,12.0,64.0,24,2024-03-29,1,6.63,0,3,5,5,430,3,4,1,49.65408884636089,36.119553511070265,78.73863100824566,37.499607504267665,36.97011257537734,49.758059909329866,36.867740606538746
3716,202403292403,2,49.0,11,54.0,0,7.02,47.97,5.44,22.22,31.58,22.22,24,2024-03-29,4,6.62,0,3,5,5,240,3,4,0,62.39649041297352,60.42101700257693,46.80622883718737,46.607807158712056,49.97095374175322,48.23134252816578,36.14965517160219
4739,202403292403,3,32.0,18,52.0,0,6.61,51.2,7.78,67.57,33.8,0.0,24,2024-03-29,2,6.58,0,3,5,5,250,3,4,0,59.286737649693066,62.295270275680245,48.85621021113185,71.07799995071758,51.4450021273178,47.41938321247727,33.277313431855895
3719,202403292403,4,38.0,0,53.0,4,5.34,6.59,36.56,7.33,32.0,34.0,24,2024-03-29,6,6.63,0,3,5,5,500,3,4,0,49.65408884636089,36.40968559668997,74.06922898981657,38.57338222656294,50.24982776064382,48.66180520768021,36.867740606538746
4262,202403292403,5,40.0,12,53.0,0,7.46,50.0,6.47,33.33,36.88,44.44,24,2024-03-29,3,6.6,0,3,5,5,1330,3,4,0,65.73378606137207,61.59895327019294,47.70857106588943,52.602599703787725,53.490078265848844,49.04330184385429,34.71348430172901
4500,202403292403,6,36.0,2,54.0,0,7.22,45.16,7.64,65.07,35.77,0.0,24,2024-03-29,5,6.6,0,3,5,5,1180,3,4,0,63.913442980427405,58.79047468139417,48.733561752861675,69.72903673175367,52.75305407306655,47.41938321247727,34.71348430172901
4188,202403292404,1,42.0,15,53.0,0,6.94,51.76,7.7,60.0,35.04,36.36,24,2024-03-29,1,6.56,0,3,6,6,230,3,4,1,63.315791097179506,62.820614883177754,49.31818443017152,65.48861696753859,52.0676566135271,48.23463613785883,31.217715459920925
4732,202403292404,2,34.0,9,55.0,0,6.02,37.19,6.91,52.94,32.86,10.0,24,2024-03-29,3,6.63,0,3,6,6,190,3,4,0,55.017168132787226,53.46712099896721,48.603183146767314,61.888018306489066,50.150485537417985,45.35294216825973,35.89809057185003
4371,202403292404,3,36.0,14,53.0,0,7.12,48.84,6.29,39.29,30.28,44.44,24,2024-03-29,2,6.59,0,3,6,6,250,3,4,0,64.93943472064755,60.9460642900484,48.04204289903237,54.926520895253084,47.88153995193105,49.117947491210906,33.22359050789055
4445,202403292404,4,37.0,2,56.0,0,6.67,41.54,7.42,60.77,26.56,50.0,24,2024-03-29,4,6.53,0,3,6,6,240,3,4,0,60.88032566197742,56.25968780722499,49.06476625377509,65.88131682150575,44.610037014717335,49.7257706502007,29.21184041195136
4364,202403292404,5,38.0,0,53.0,4,5.34,7.26,56.03,7.57,30.0,53.0,24,2024-03-29,6,6.56,0,3,6,6,1200,3,4,0,48.88340333301903,34.25297741939125,93.05997180602628,38.749326911047554,47.635297795366576,50.05373278634627,31.217715459920925
4166,202403292404,6,41.0,7,54.0,0,6.75,40.69,6.84,40.0,20.63,0.0,24,2024-03-29,5,6.57,0,3,6,6,590,3,4,0,61.60194505018545,55.714013833197605,48.53982860266821,55.28862076059942,39.394979913191165,44.25973504777449,31.88634047591084
4831,202403292405,1,28.0,14,54.0,0,6.85,37.21,9.11,44.44,24.62,11.11,24,2024-03-29,1,6.55,0,3,5,5,100,3,4,1,62.58554322638182,55.41647613708615,47.67740724082367,59.487262507490904,43.41039596915873,48.4686698383128,29.051799853432478
4959,202403292405,2,28.0,5,54.0,0,7.2,56.34,8.17,62.07,30.94,25.0,24,2024-03-29,5,6.57,0,3,5,5,190,3,4,0,65.88218409287884,66.22083052172486,47.04719444266366,68.41273056987026,47.51286888896791,48.640037675452945,30.62760475998028
4148,202403292405,3,38.0,0,53.0,4,5.34,7.54,56.9,7.0,67.0,61.0,24,2024-03-29,2,6.63,0,3,5,5,800,3,4,0,48.362892630923234,38.65927830163238,79.71769407493736,40.532666690390315,70.92033304851209,49.08418757732806,35.35501947962355
